processo,proponente,nome_projeto,sli,segmento_cultural,cnpj,municipio,uf,regiao,valor_aprovado,valor_captado,saldo_disponivel,percentual_captado,data_publicacao,data_inicio_captacao,data_fim_captacao,ano_aprovacao,status,score_prioridade,lei,area,is_real
263875,ALMAMEL PRODUCAO CULTURAL LTDA,Dom Quixote - Travessia Sem Palavras,,Apresentação ou Performance de Teatro,13037546000169,Rio de Janeiro,RJ,Sudeste,480000.03,0.0,480000.03,0.0,2027-04-01,2027-04-01,2028-11-30,2026,Captando,0.775,Rouanet,Cultura,True
263034,ADAO SIMON DOS SANTOS GARCEZ,Livro Infantil Colorindo o Talian,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,***370360**,Caxias do Sul,RS,Sul,96470.9161,0.0,96470.9161,0.0,2026-07-01,2026-07-01,2027-07-01,2026,Captando,0.775,Rouanet,Cultura,True
263900,ASSOCIACAO NOS DO CROCHE,NÓS DO CROCHÊ,,Empreend Ações Educ-Cult/Capacitação/Treinamento,51486757000178,Rio de Janeiro,RJ,Sudeste,478863.6602,0.0,478863.6602,0.0,2026-07-01,2026-07-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263112,Francisco de Assis Andrade,BRASIL MASCARADO,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,***457991**,Brasília,DF,Centro-Oeste,499998.6211,0.0,499998.6211,0.0,2026-05-31,2026-05-31,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263887,GRUPO ARTISTICO CULTURAL QUATRO CRESCENTE, Mico Estrela – Incluir para Evoluir III,,Event Literá/Ações Edu-Cult Incen Leitu/SlamSarau,26230813000161,Belo Horizonte,MG,Sudeste,414493.1992,0.0,414493.1992,0.0,2026-08-01,2026-08-01,2027-07-30,2026,Captando,0.775,Rouanet,Cultura,True
261711,48.592.318 ELIZABETH SOUZA RAMOS,INVENTARIO TERRITORIO CRIATIVO,,Salvaguarda do patrimônio cultural imaterial,48592318000135,Tiradentes,MG,Sudeste,374010.0,0.0,374010.0,0.0,2026-06-01,2026-06-01,2027-06-01,2026,Captando,0.775,Rouanet,Cultura,True
263919,ASSOCIACAO DE COMUNICACAO E CULTURA LUCIANO MENDES DE ALMEIDA,Vida Sustentável em Cena com a ALMA,,Empreend Ações Educ-Cult/Capacitação/Treinamento,08336334000142,Ipatinga,MG,Sudeste,199955.25,0.0,199955.25,0.0,2027-01-01,2027-01-01,2030-01-01,2026,Captando,0.775,Rouanet,Cultura,True
261941,WELTON DE SOUSA NUNES,"ENTRE · ABRA · TOQUE: Literatura, sensibilidade e acesso ao livro no Brasil",,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,***957056**,São Paulo,SP,Sudeste,65484.6119,0.0,65484.6119,0.0,2026-08-01,2026-08-01,2027-08-01,2026,Captando,0.775,Rouanet,Cultura,True
263880,ASSOCIACAO DE CARROS ANTIGOS OS CARAVELHOS,Encontro de Carros Antigos Os Caravelhos – Anchieta/SC,,Apresentação/Gravação de Música Regional,46387702000170,Anchieta,SC,Sul,171922.1992,0.0,171922.1992,0.0,2026-08-01,2026-08-01,2027-12-30,2026,Captando,0.775,Rouanet,Cultura,True
261285,ANA CAROLINA ANTUNES SANTOS,Fenda - Festival Experimental de Artes Fílmicas - edição 4,,Difusão de acerv e conteúdo AV diver meios/suporte,***875786**,Belo Horizonte,MG,Sudeste,362333.3984,0.0,362333.3984,0.0,2026-05-04,2026-05-04,2029-05-03,2026,Captando,0.775,Rouanet,Cultura,True
263853,60.398.490 LARISSA SANTANA TOSTA,AULAS ABERTAS GRUPO TRAMA,,Empreend Ações Educ-Cult/Capacitação/Treinamento,60398490000158,Juazeiro,BA,Nordeste,288758.25,0.0,288758.25,0.0,2027-01-02,2027-01-02,2027-10-31,2026,Captando,0.775,Rouanet,Cultura,True
264059,KALUI PRODUCOES LTDA,Circuito Cultural sem Fronteiras,,Apresentação ou Performance de Teatro,33821754000161,São Luís,MA,Nordeste,197133.75,0.0,197133.75,0.0,2026-07-01,2026-07-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263857,REGINA APARECIDA ALVES,"Cantos da Terra – Formação Coral para Crianças,  Adolescentes e Adultos.",,Empreend Ações Educ-Cult/Capacitação/Treinamento,***124088**,Ribeirão Preto,SP,Sudeste,312963.75,0.0,312963.75,0.0,2027-01-01,2027-01-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
261256,MKT INCENTIVOS LTDA,SEMEANDO CONSCIÊNCIA,,Difusão de acerv e conteúdo AV diver meios/suporte,18309031000194,Rio de Janeiro,RJ,Sudeste,495789.5234,0.0,495789.5234,0.0,2026-05-01,2026-05-01,2027-02-01,2026,Captando,0.775,Rouanet,Cultura,True
263861,INSTITUTO SOCIAL ACTUS,Foto Fala! Oficinas de Fotografia Mobile e Exposição,,Empreend Ações Educ-Cult/Capacitação/Treinamento,55936334000163,Itabira,MG,Sudeste,196195.2285,0.0,196195.2285,0.0,2027-01-01,2027-01-01,2028-07-01,2026,Captando,0.775,Rouanet,Cultura,True
261720,LUCIANO DA SILVA CANDEMIL,TRA TUM DUM: Festival de Percussão Afro-Brasileira - 2 ª Edição,,Empreend Ações Educ-Cult/Capacitação/Treinamento,***137119**,Balneário Camboriú,SC,Sul,162250.0,0.0,162250.0,0.0,2026-08-01,2026-08-01,2027-07-31,2026,Captando,0.775,Rouanet,Cultura,True
264222,CENTRO DE TRADICOES GAUCHAS CAMPESTRE CATARINENSE,CULTURA TRADICIONALISTA NO RODEIO CAMPESTRE CATARINENSE - 2ª edição,,Apresentação/Gravação de Música Regional,78490778000113,Urubici,SC,Sul,381601.0,0.0,381601.0,0.0,2026-08-31,2026-08-31,2027-04-30,2026,Captando,0.775,Rouanet,Cultura,True
261722,GERSON ESMERIO GIUSTI,Cultura nos bairros ,,Empreend Ações Educ-Cult/Capacitação/Treinamento,***758299**,Pato Branco,PR,Sul,160886.0,0.0,160886.0,0.0,2026-07-01,2026-07-01,2028-07-31,2026,Captando,0.775,Rouanet,Cultura,True
264230,RUDIMAR ROQUE DA ROSA BOMBASSARO,MUITO ALÉM DA GUIA,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,***439420**,Cruzeiro do Sul,RS,Sul,199999.8027,0.0,199999.8027,0.0,2026-07-01,2026-07-01,2029-06-30,2026,Captando,0.775,Rouanet,Cultura,True
262191,RADIO SAO CARLOS LTDA,DESAFIO MUSICAL TALENTO NOSSA RÁDIO EDIÇÃO 2026,,Apresentação/Gravação de Música Regional,83845735000143,São Carlos,SC,Sul,384466.5,0.0,384466.5,0.0,2026-07-13,2026-07-13,2027-04-02,2026,Captando,0.775,Rouanet,Cultura,True
264232,AETHER CULTURAL PRODUCOES ARTISTICAS LTDA,Circuito Teatral Trapos do Outro Lado da Saudade,,Apresentação ou Performance de Teatro,63279427000190,Osasco,SP,Sudeste,180543.4209,0.0,180543.4209,0.0,2026-09-01,2026-09-01,2027-03-30,2026,Captando,0.775,Rouanet,Cultura,True
261261,CENAPOP - CENTRO POPULAR DE CULTURA E ECOCIDADANIA,20º  FOR RAINBOW - FESTIVAL DE CINEMA E CULTURA DA DIVERSIDADE SEXUAL E DE GÊNERO,,Difusão de acerv e conteúdo AV diver meios/suporte,35025691000162,Fortaleza,CE,Nordeste,373388.3984,0.0,373388.3984,0.0,2026-01-31,2026-01-31,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263884,GRANOLA PRODUCAO E ENTRETENIMENTO LTDA,A essência da Bossa Nova,,"Teatro Musical (c/ dramaturgia, danças e canções)",46268750000140,São Paulo,SP,Sudeste,166468.5,0.0,166468.5,0.0,2026-09-01,2026-09-01,2027-09-01,2026,Captando,0.775,Rouanet,Cultura,True
262549,FRANCO PRODUCOES LTDA,Entre Regras e Raízes,,Prod. AV curta/média mtragem/Tv Edu Cult,16994062000104,Jundiaí,SP,Sudeste,335549.5,0.0,335549.5,0.0,2026-06-01,2026-06-01,2027-02-10,2026,Captando,0.775,Rouanet,Cultura,True
263880,ASSOCIACAO DE CARROS ANTIGOS OS CARAVELHOS,Encontro de Carros Antigos Os Caravelhos – Anchieta/SC,,Apresentação/Gravação de Música Regional,46387702000170,Anchieta,SC,Sul,171922.1992,0.0,171922.1992,0.0,2026-08-01,2026-08-01,2027-12-30,2026,Captando,0.775,Rouanet,Cultura,True
261263,REDE ABRACE VOLUNTARIADO (ABRACE),Documentário: Abrace - Histórias que Conectam,,Prod. AV curta/média mtragem/Tv Edu Cult,60647721000110,Belo Horizonte,MG,Sudeste,234347.8655,0.0,234347.8655,0.0,2027-07-01,2027-07-01,2030-07-02,2026,Captando,0.775,Rouanet,Cultura,True
263876,CIA DO SOLO RJ PRODUCOES LTDA,Asilo? - Temporada Rio de Janeiro e Espírito Santo,,Apresentação ou Performance de Teatro,14919126000179,Rio de Janeiro,RJ,Sudeste,354974.4004,0.0,354974.4004,0.0,2027-02-01,2027-02-01,2027-07-31,2026,Captando,0.775,Rouanet,Cultura,True
261943,ELTON LUCIO DE OLIVEIRA,Projeto RAIZ E VOZ,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,***244228**,Praia Grande,SP,Sudeste,199273.8008,0.0,199273.8008,0.0,2026-07-01,2026-07-01,2027-02-28,2026,Captando,0.775,Rouanet,Cultura,True
263872,45.780.898 LEANDRO DA SILVA ALVES,SIMPOSIO DO SAMBA - JÁCKSON DO PANDEIRO,,Empreend Ações Educ-Cult/Capacitação/Treinamento,45780898000104,Campina Grande,PB,Nordeste,314820.0,0.0,314820.0,0.0,2026-06-01,2026-06-01,2027-05-31,2026,Captando,0.775,Rouanet,Cultura,True
263041,12.786.005 ERIKA CURTISS DOS SANTOS,DESDOBRÁVEL aula show e palestra,,Apresentação/Gravação de Música Regional,12786005000170,Ouro Preto,MG,Sudeste,105336.0,0.0,105336.0,0.0,2026-04-24,2026-04-24,2027-04-24,2026,Captando,0.775,Rouanet,Cultura,True
263017,PALAVRA CERTA ARTE E CONTEUDO LTDA,Dramaturgia em Movimento,,Apresentação ou Performance de Teatro,33820437000120,São Paulo,SP,Sudeste,238713.75,0.0,238713.75,0.0,2026-08-03,2026-08-03,2027-07-30,2026,Captando,0.775,Rouanet,Cultura,True
2510818,LINGUA PRODUCOES CULTURAIS LTDA,Todo Mundo ao Mesmo Tempo Agora,,Apresentação ou Performance de Teatro,10444204000175,Curitiba,PR,Sul,493135.5,0.0,493135.5,0.0,2026-01-05,2026-01-05,2026-12-31,2025,Captando,0.775,Rouanet,Cultura,True
264245,31.440.986 RENATA ZUNINO,FESTIVAL ÁGUAS DE MARÇO,,Apresentação/Gravação de Música Instrumental,31440986000144,Curitiba,PR,Sul,480917.25,0.0,480917.25,0.0,2026-05-04,2026-05-04,2027-05-31,2026,Captando,0.775,Rouanet,Cultura,True
263018,MIL FOLHAS GESTAO E LICENCIAMENTO DE DIREITOS AUTORAIS LTDA,DA DOR AO AMOR,,Apresentação ou Performance de Teatro,66248470000187,Rio de Janeiro,RJ,Sudeste,199885.4004,0.0,199885.4004,0.0,2027-01-01,2027-01-01,2028-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263019,DK STUDIO PRODUCOES LTDA,DK Studio Pesquisa e criação ,,Apresentação ou Performance de Dança,56422545000140,Belo Horizonte,MG,Sudeste,195657.0,0.0,195657.0,0.0,2027-01-01,2027-01-01,2029-12-31,2026,Captando,0.775,Rouanet,Cultura,True
264036,CLUBE CAPIXABA MARKETING E EVENTOS LTDA,Revista Águas do Rio Doce,,Outras publicações ou Periódicos,41011091000148,Cachoeiro de Itapemirim,ES,Sudeste,473000.0,0.0,473000.0,0.0,2027-01-01,2027-01-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263846,SAMBALI LTDA,Oktoberfest  Ribeirão Preto,,Apresentação ou Performance de Dança,54613245000113,Brodowski,SP,Sudeste,302940.0,0.0,302940.0,0.0,2027-09-01,2027-09-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263021,ASSOCIACAO CULTURAL LUAR SERENO,O Voo da Asa Branca,,Apresentação ou Performance de Dança,52989925000100,São José do Campestre,RN,Nordeste,282261.375,0.0,282261.375,0.0,2026-06-01,2026-06-01,2028-06-01,2026,Captando,0.775,Rouanet,Cultura,True
263866,AMA - ASSOCIACAO DE MAES DE AGUIARNOPOLIS - TO,Mães que transformam,,Empreendedorismo Cultural,40095839000175,Aguiarnópolis,TO,Norte,198247.5,0.0,198247.5,0.0,2026-07-01,2026-07-01,2029-12-31,2026,Captando,0.775,Rouanet,Cultura,True
262558,ALVES FELIPPE PRODUCOES DE EVENTOS LTDA,"Fé, Sabores e Memória – Encontro Cultural de Pirapora do Bom Jesus",,Prod. AV curta/média mtragem/Tv Edu Cult,28382926000108,Cajamar,SP,Sudeste,199999.8008,0.0,199999.8008,0.0,2026-10-01,2026-10-01,2028-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263862,ASSOCIACAO COMUNITARIA DO BAIRRO CONJUNTO HABITACIONAL SOTERO INACIO RAMOS - ACOSIR,A ARTE DE SER MULHER ,,Empreend Ações Educ-Cult/Capacitação/Treinamento,22695936000117,Governador Valadares,MG,Sudeste,146673.3125,0.0,146673.3125,0.0,2027-01-08,2027-01-08,2027-03-31,2026,Captando,0.775,Rouanet,Cultura,True
261306,INSTITUTO MOR INACIO DE ANTIOQUIA,2a. EDIÇÃO DO TERTULHA DE MEU PADIM,,Apresentação ou Performance de Dança,08949047000108,Juazeiro do Norte,CE,Nordeste,482922.0,0.0,482922.0,0.0,2026-09-01,2026-09-01,2028-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263860,FAGANELLO - COMUNICACOES LTDA,Acessibilidade nas Artes Visuais do Brasil,,Empreend Ações Educ-Cult/Capacitação/Treinamento,00639143000148,Florianópolis,SC,Sul,490050.0,0.0,490050.0,0.0,2027-01-01,2027-01-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
261946,ASSOCIACAO BRASILEIRA DE ANGUS,ANUÁRIO ANGUS E ULTRABLACK ,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,98418205000196,Porto Alegre,RS,Sul,320166.0,0.0,320166.0,0.0,2026-05-01,2026-05-01,2029-04-30,2026,Captando,0.775,Rouanet,Cultura,True
263856,ASSOCIACAO MENONITA EDUCATIVA CULTURAL,Orquestra da AMAS,,Empreend Ações Educ-Cult/Capacitação/Treinamento,52451922000119,Palmeira,PR,Sul,257264.5684,0.0,257264.5684,0.0,2027-02-01,2027-02-01,2028-01-31,2026,Captando,0.775,Rouanet,Cultura,True
261273,TUDO QUE EU QUERO PRODUCOES LTDA,Até quando?,,Prod. AV curta/média mtragem/Tv Edu Cult,45397226000106,Rio de Janeiro,RJ,Sudeste,199168.75,0.0,199168.75,0.0,2027-06-01,2027-06-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263816,LUZ DA LUA ACAO CULTURAL E TURISMO LTDA, FESTIVAL NACIONAL DE TEATRO DE ARAÇUAÍ-MG - K-iau em Cena,,Apresentação ou Performance de Teatro,07941579000136,Araçuaí,MG,Sudeste,378833.3984,0.0,378833.3984,0.0,2026-08-01,2026-08-01,2027-08-31,2026,Captando,0.775,Rouanet,Cultura,True
261907,WILLIAM DOUGLAS GUIMARAES,Mestre Mão Branca _ A Trajetória de um Patrimônio Vivo da Capoeira ,,Prod. AV curta/média mtragem/Tv Edu Cult,***571306**,Belo Horizonte,MG,Sudeste,311538.1504,0.0,311538.1504,0.0,2026-01-01,2026-01-01,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263818,SANDRO R. BONATTO & SUSANA M. SPIER LTDA,Estação Cultural em Canela – Dança,,Apresentação ou Performance de Dança,49552163000176,Canela,RS,Sul,299552.0,0.0,299552.0,0.0,2026-08-31,2026-08-31,2027-08-31,2026,Captando,0.775,Rouanet,Cultura,True
261277,PRIMEIRO CORTE PRODUCOES LTDA,BILHETE PREMIADO,,Prod. AV curta/média mtragem/Tv Edu Cult,11452188000125,Porto Alegre,RS,Sul,349903.125,0.0,349903.125,0.0,2026-09-10,2026-09-10,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263826,INSTITUTO DE MEDICINA INTEGRAL PROFESSOR FERNANDO FIGUEIRA - IMIP,XXV EXPO DE ARTES DO IMIP,,Expo realiz em Museu ou c/ Acervo d Museu+Museogra,10988301000129,Recife,PE,Nordeste,292601.4316,0.0,292601.4316,0.0,2026-07-01,2026-07-01,2027-02-28,2026,Captando,0.775,Rouanet,Cultura,True
262150,RG PRODUCAO CULTURAL LTDA,Lagrimas de Pedra,,Apresentação ou Performance de Teatro,19437932000124,Conceição de Macabu,RJ,Sudeste,411148.9805,0.0,411148.9805,0.0,2026-06-01,2026-06-01,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263797,ONE WORLD PRODUCOES CULTURAIS LTDA,"Brasil para Brasileirinhos - Folclore Brasileiro, Contos e Lendas",,Empreend Ações Educ-Cult/Capacitação/Treinamento,55895301000112,Ribeirão Preto,SP,Sudeste,405969.3008,0.0,405969.3008,0.0,2026-07-01,2026-07-01,2029-07-01,2026,Captando,0.775,Rouanet,Cultura,True
263009,18.533.934 ANNA CATHARINA HONORIO DE OLIVEIRA,FESTIVAL ARRAIÁ DAS TRADIÇÕES – EDIÇÃO RECIFE,,Apresentação ou Performance de Dança,18533934000154,Olinda,PE,Nordeste,453519.0,0.0,453519.0,0.0,2026-06-20,2026-06-20,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263851,GUSTAVO BELLINGERI TAFURI,Ritmo do saber - Formação Cultural e Percussão Social,,Empreend Ações Educ-Cult/Capacitação/Treinamento,***834698**,Campinas,SP,Sudeste,137659.5,0.0,137659.5,0.0,2027-03-01,2027-03-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
262351,INSTITUTO AMIGOS EM ACAO,samba de rua ,,Apresentação/Gravação de Música Regional,46639653000116,Brasília,DF,Centro-Oeste,283460.5117,0.0,283460.5117,0.0,2026-03-25,2026-03-25,2027-12-04,2026,Captando,0.775,Rouanet,Cultura,True
263841,JOAO MANOEL IDIART GOMES - PRODUTORA,O MISTÉRIOS DO RIO!,,Apresentação ou Performance de Teatro,30168321000160,Porto Alegre,RS,Sul,321300.0,0.0,321300.0,0.0,2026-08-01,2026-08-01,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
262979,LUIZ CARLOS ASSUNCAO MARTINS JUNIOR,"Metais na Estrada Real – Diversidade musical, tradição das bandas e formação",,Apresentação/Gravação de Música Instrumental,***651236**,Prados,MG,Sudeste,493913.75,0.0,493913.75,0.0,2026-11-22,2026-11-22,2027-06-20,2026,Captando,0.775,Rouanet,Cultura,True
263806,IMA - INSTITUTO MAOS AMIGAS, SARAU REDESCOBRINDO RAIZES ,,Event Literá/Ações Edu-Cult Incen Leitu/SlamSarau,53065585000194,Taboão da Serra,SP,Sudeste,213378.0,0.0,213378.0,0.0,2026-10-01,2026-10-01,2029-10-01,2026,Captando,0.775,Rouanet,Cultura,True
262204,ATHOS ESTUDIO DE DANCA LTDA,ESPETÁCULO ATHOS 2026: A.R.C.A.,,Apresentação ou Performance de Dança,18119108000163,Sapiranga,RS,Sul,289555.1992,0.0,289555.1992,0.0,2026-06-01,2026-06-01,2027-06-01,2026,Captando,0.775,Rouanet,Cultura,True
263795,SINTONIA ESCOLA DE MUSICA LTDA,Sintonia para o Futuro,,Empreend Ações Educ-Cult/Capacitação/Treinamento,23600223000195,Montes Claros,MG,Sudeste,199635.1504,0.0,199635.1504,0.0,2026-06-30,2026-06-30,2029-06-30,2026,Captando,0.775,Rouanet,Cultura,True
262981,63.607.075 THAIANNE MOREIRA DE SOUZA SILVA PORTO,Karysma Social – Formação Musical e Inclusão Cultural,,Empreend Ações Educ-Cult/Capacitação/Treinamento,63607075000155,Magé,RJ,Sudeste,101871.0,0.0,101871.0,0.0,2026-12-01,2026-12-01,2027-05-27,2026,Captando,0.775,Rouanet,Cultura,True
263766,CATHERINE BALLMANN DO NASCIMENTO LTDA,COMPARTILHANDO SABERES INDÍGENAS KAINKANG,,Apresentação ou Performance de Dança,28304309000194,Blumenau,SC,Sul,261360.0,0.0,261360.0,0.0,2026-10-01,2026-10-01,2029-10-01,2026,Captando,0.775,Rouanet,Cultura,True
261723,ALBERTI PROJETOS E ASSESSORIA LTDA,Arte que Transforma – Oficinas de Artesanato em Gesso para Mulheres,,Empreend Ações Educ-Cult/Capacitação/Treinamento,53707499000138,Mondaí,SC,Sul,228162.2051,0.0,228162.2051,0.0,2026-03-13,2026-03-13,2030-12-31,2026,Captando,0.775,Rouanet,Cultura,True
263770,ASSOCIACAO DESENVOLVE NO ESPECTRO,Circo para todos,,Empreend Ações Educ-Cult/Capacitação/Treinamento,50812930000118,São Paulo,SP,Sudeste,218592.0,0.0,218592.0,0.0,2026-09-01,2026-09-01,2029-09-01,2026,Captando,0.775,Rouanet,Cultura,True
262985,ACADEMIA DE SAMBA COHAB SANTA RITA,Desfile da Escola de Samba Cohab Santa Rita 2027,,Desfiles festivos de caráter musical e cênico,10885092000198,Guaíba,RS,Sul,377899.5,0.0,377899.5,0.0,2026-06-01,2026-06-01,2027-03-31,2026,Captando,0.775,Rouanet,Cultura,True
263775,GRUPO FOLCLORICO ARUANDA,Aruanda para Crianças,,"Teatro Musical (c/ dramaturgia, danças e canções)",17482860000101,Belo Horizonte,MG,Sudeste,311974.7402,0.0,311974.7402,0.0,2026-05-15,2026-05-15,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
264179,FRANCO RIBEIRO PRODUCOES DE DANCA LTDA,Vida em movimento,,Empreend Ações Educ-Cult/Capacitação/Treinamento,29163392000191,Curitiba,PR,Sul,320298.0,0.0,320298.0,0.0,2026-07-01,2026-07-01,2029-07-30,2026,Captando,0.775,Rouanet,Cultura,True
263779,HOLOFOTE COMUNICACAO E CULTURA LTDA,Andorinha Cultural - 4ª Edição,,Apresentação/Gravação de Música Regional,16638269000138,Itabirito,MG,Sudeste,386386.0,0.0,386386.0,0.0,2027-01-04,2027-01-04,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
262989,ECOS CENTRO MUSICAL LTDA,ECOS da Música Mineira,,Apresentação/Gravação de Música Regional,11045038000105,Belo Horizonte,MG,Sudeste,164983.5,0.0,164983.5,0.0,2026-06-01,2026-06-01,2029-04-30,2026,Captando,0.775,Rouanet,Cultura,True
263749,FABIANO PIEROTTI RIZZONI,Lançamento do Livro: Meu  Irmão e Seu Mundo: um olhar carinhoso sobre o autismo. ,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,43408504000158,Jaguariúna,SP,Sudeste,237380.0,0.0,237380.0,0.0,2026-08-01,2026-08-01,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
261727,Talita Freitas dos Santos,Baguncinha,,Apresentação/Gravação Música Popular Cantada,***676888**,Santa Cruz das Palmeiras,SP,Sudeste,193248.0,0.0,193248.0,0.0,2027-01-01,2027-01-01,2027-06-30,2026,Captando,0.775,Rouanet,Cultura,True
263755,ASSOCIACAO O VALOR ESTA NAS PESSOAS,Projeto Geladeira Literária ,,Event Literá/Ações Edu-Cult Incen Leitu/SlamSarau,41196095000148,Santa Luzia,MG,Sudeste,486095.5961,0.0,486095.5961,0.0,2027-01-01,2027-01-01,2028-03-31,2026,Captando,0.775,Rouanet,Cultura,True
261317,FUNDACAO BIOEXTRATUS,Colibri - Semeando o Futuro Ano V,,Apresentação/Gravação Música Popular Cantada,06178386000102,Alvinópolis,MG,Sudeste,194412.0,45000.0,149412.0,23.1,2026-08-01,2026-08-01,2027-07-31,2026,Captando,0.775,Rouanet,Cultura,True
263757,ANNA RAFAELA OLIVA RIBEIRO,LIVROS INFANTIS: FOLCLORE EM POEMAS (LENDAS DO FOLCLORE DAS 5 REGIÕES BRASILEIRAS + LIVRO DE ATIVIDADES PEDAGÓGICAS),,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,***319281**,MINEIROS,GO,Centro-Oeste,199732.5,0.0,199732.5,0.0,2027-01-04,2027-01-04,2027-12-17,2026,Captando,0.775,Rouanet,Cultura,True
262353,ARIADNE CRISTINA COELHO,O QUE ESTÁ ALÉM DO INFINITO AZUL: PRODUÇÃO EDITORIAL E AÇÕES LITERÁRIAS  1ª EDIÇÃO,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,***686146**,Contagem,MG,Sudeste,142252.0,0.0,142252.0,0.0,2026-10-01,2026-10-01,2027-10-01,2026,Captando,0.775,Rouanet,Cultura,True
263817,NEIDE S M CASTRO - ARTES,I Festival de Gastronomia Quilombola da Chacrinha,,Apresentação/Gravação de Música Regional,61415322000196,Congonhas,MG,Sudeste,404662.5,0.0,404662.5,0.0,2027-03-01,2027-03-01,2027-09-30,2026,Captando,0.775,Rouanet,Cultura,True
261320,INSTITUTO MEMORIA CAIPIRA LTDA,2ª Edição - Um Brasil de Viola - Cantoria da Roça,,Apresentação/Gravação de Música Instrumental,02273884000183,Londrina,PR,Sul,161716.5,0.0,161716.5,0.0,2026-04-06,2026-04-06,2027-12-31,2026,Captando,0.775,Rouanet,Cultura,True
2513553,REDE DE DESENVOLVIMENTO INTEGRAL E SUSTENTAVEL,PROGRAMA MULHERES CRIATIVAS – MÃOS QUE TRANSFORMAM,,Empreendedorismo Cultural,20841109000169,Barueri,SP,Sudeste,194304.0,0.0,194304.0,0.0,2026-03-10,2026-03-10,2027-01-10,2025,Captando,0.775,Rouanet,Cultura,True
261731,MPRO - COMUNICACAO E EVENTOS LTDA,Livro O Plano Perfeito,,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,37408278000102,Belo Horizonte,MG,Sudeste,248905.3066,0.0,248905.3066,0.0,2026-06-17,2026-06-17,2027-08-20,2026,Captando,0.775,Rouanet,Cultura,True
259132,Júlia Jasper,"Livro Vinho do Porto – Pesquisa, Edição e Publicação",,Livro/Obra Refer impres/eletrôni valor Art/Lit/Hum,***314069**,Tijucas,SC,Sul,363085.9561,0.0,363085.9561,0.0,2025-12-02,2025-12-02,2027-06-02,2025,Captando,0.775,Rouanet,Cultura,True
261322,ASSOCIACAO CUIABANA DE BELAS ARTES - ACUBA,MUSIKAN - A musica Inclusiva,,Empreend Ações Educ-Cult/Capacitação/Treinamento,01199828000183,Cuiabá,MT,Centro-Oeste,324928.0144,0.0,324928.0144,0.0,2026-03-01,2026-03-01,2027-03-31,2026,Captando,0.775,Rouanet,Cultura,True
263733,CLICIA LIZI DA SILVA 60044462620,UM OLHAR SOBRE A DANÇA 2026,,Empreend Ações Educ-Cult/Capacitação/Treinamento,22963530000178,Betim,MG,Sudeste,257812.5,0.0,257812.5,0.0,2026-05-11,2026-05-11,2026-12-31,2026,Captando,0.775,Rouanet,Cultura,True
2514086,MARCOS MACIEL CANDIDO,Desenvolvimento do Protótipo do Jogo Eletrônico O Abismo do Ego,,Prod. Av Games,***558809**,Maringá,PR,Sul,199650.0,0.0,199650.0,0.0,2026-01-01,2026-01-01,2027-06-30,2025,Captando,0.775,Rouanet,Cultura,True
263736,ACAO POPULAR RESGATANDO CIDADAO APREC INSTITUTO ADILSON ANTONIO DA SILVA, A MÚSICA DA TELINHA,,Apresentação/Gravação de Música Instrumental,08065276000160,Mauá,SP,Sudeste,198632.5,0.0,198632.5,0.0,2026-09-01,2026-09-01,2029-09-30,2026,Captando,0.775,Rouanet,Cultura,True
261296,ANDRE LUIS GONCALVES DE SOUZA,INFANCIA VIVA,,Empreend Ações Educ-Cult/Capacitação/Treinamento,***088278**,São Paulo,SP,Sudeste,499544.8711,0.0,499544.8711,0.0,2029-04-30,2029-04-30,2029-09-30,2026,Captando,0.775,Rouanet,Cultura,True
